objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
Japan_00095,Naga-Machi Samurai District,Sean Murphy,2023:09:30 17:14:51,,Kanazawa;Naga-Machi Samurai District;history;architecture,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00095.jpg,,,,
Japan_00096,Naga-Machi Samurai District,Sean Murphy,2023:09:30 17:18:17,,Kanazawa;Naga-Machi Samurai District;history;architecture,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00096.jpg,,,,
Japan_00097,Naga-Machi Samurai District,Sean Murphy,2023:09:30 17:18:17,,Kanazawa;Naga-Machi Samurai District;history;architecture,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00097.jpg,,,,
Japan_00098,Naga-Machi Samurai District,Sean Murphy,2023:09:30 17:18:58,,Kanazawa;Naga-Machi Samurai District;history;architecture,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00098.jpg,,,,
Japan_00099,Naga-Machi Samurai District,Sean Murphy,2023:09:30 17:39:42,,Kanazawa;Naga-Machi Samurai District;history;architecture,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00099.jpg,,,,
Japan_00100,Naga-Machi Samurai District,Sean Murphy,2023:09:30 17:39:44,,Kanazawa;Naga-Machi Samurai District;history;architecture,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00100.jpg,,,,
Japan_00101,Naga-Machi Samurai District,Sean Murphy,2023:09:30 17:39:45,,Kanazawa;Naga-Machi Samurai District;history;architecture,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00101.jpg,,,,
Japan_00102,Naga-Machi Samurai District,Sean Murphy,2023:09:30 17:40:57,,Kanazawa;Naga-Machi Samurai District;history;architecture,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00102.jpg,,,,
Japan_00103,Naga-Machi Samurai District,Sean Murphy,2023:09:30 17:41:31,,Kanazawa;Naga-Machi Samurai District;history;architecture,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00103.jpg,,,,
Japan_00104,Asano River,Sean Murphy,2023:09:30 19:22:00,,Kanazawa;Asano River;night,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00104.jpg,,,,
Japan_00105,Asano River,Sean Murphy,2023:09:30 19:22:03,,Kanazawa;Asano River;night,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00105.jpg,,,,
Japan_00106,Asano River,Sean Murphy,2023:09:30 19:22:49,,Kanazawa;Asano River;night,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00106.jpg,,,,
Japan_00107,Asano River,Sean Murphy,2023:09:30 19:23:59,,Kanazawa;Asano River;night;bridge,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00107.jpg,,,,
Japan_00108,Asano River,Sean Murphy,2023:09:30 19:24:14,,Kanazawa;Asano River;night;bridge,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00108.jpg,,,,
Japan_00109,Asano River,Sean Murphy,2023:09:30 19:24:21,,Kanazawa;Asano River;night;bridge,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00109.jpg,,,,
Japan_00110,Asano River,Sean Murphy,2023:09:30 19:24:24,,Kanazawa;Asano River;night;bridge,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00110.jpg,,,,
Japan_00111,Asano River,Sean Murphy,2023:09:30 19:24:24,,Kanazawa;Asano River;night;bridge,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00111.jpg,,,,
Japan_00112,Asano River,Sean Murphy,2023:09:30 19:24:24,,Kanazawa;Asano River;night;bridge,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00112.jpg,,,,
Japan_00113,Asano River,Sean Murphy,2023:09:30 19:24:26,,Kanazawa;Asano River;night;bridge,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00113.jpg,,,,
Japan_00114,Asano River,Sean Murphy,2023:09:30 19:24:26,,Kanazawa;Asano River;night;bridge,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00114.jpg,,,,
Japan_00115,Asano River,Sean Murphy,2023:09:30 19:24:50,,Kanazawa;Asano River;night;bridge,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00115.jpg,,,,
Japan_00116,Asano River,Sean Murphy,2023:09:30 19:24:50,,Kanazawa;Asano River;night;bridge,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00116.jpg,,,,
Japan_00117,Higashi Chaya Geisha District,Sean Murphy,2023:09:30 19:31:04,,Kanazawa;Higashi Chaya Geisha District;history;night,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00117.jpg,,,,
Japan_00118,Higashi Chaya Geisha District,Sean Murphy,2023:09:30 19:35:12,,Kanazawa;Higashi Chaya Geisha District;history;night,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00118.jpg,,,,
Japan_00119,Higashi Chaya Geisha District,Sean Murphy,2023:09:30 19:35:12,,Kanazawa;Higashi Chaya Geisha District;history;night,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00119.jpg,,,,
Japan_00120,Higashi Chaya Geisha District,Sean Murphy,2023:09:30 19:35:21,,Kanazawa;Higashi Chaya Geisha District;history;night,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00120.jpg,,,,
Japan_00121,Higashi Chaya Geisha District,Sean Murphy,2023:09:30 19:36:03,,Kanazawa;Higashi Chaya Geisha District;history;night,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00121.jpg,,,,
Japan_00122,Higashi Chaya Geisha District,Sean Murphy,2023:09:30 19:38:02,,Kanazawa;Higashi Chaya Geisha District;history;night,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00122.jpg,,,,
Japan_00123,Higashi Chaya Geisha District,Sean Murphy,2023:09:30 19:38:04,,Kanazawa;Higashi Chaya Geisha District;history;night,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00123.jpg,,,,
Japan_00124,Higashi Chaya Geisha District,Sean Murphy,2023:09:30 19:41:57,,Kanazawa;Higashi Chaya Geisha District;history;night,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00124.jpg,,,,
Japan_00125,Higashi Chaya Geisha District,Sean Murphy,2023:09:30 19:42:58,,Kanazawa;Higashi Chaya Geisha District;history;night;shrine,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00125.jpg,,,,
Japan_00126,Higashi Chaya Geisha District,Sean Murphy,2023:09:30 19:44:00,,Kanazawa;Higashi Chaya Geisha District;history;night,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00126.jpg,,,,
Japan_00127,Higashi Chaya Geisha District,Sean Murphy,2023:09:30 19:44:09,,Kanazawa;Higashi Chaya Geisha District;history;night;shrine,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00127.jpg,,,,
Japan_00128,Single-Serve Coffee,Sean Murphy,2023:10:01 07:41:21,,Kanazawa;Hotel Kanzawa Zoushi;hotel;food,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00128.jpg,,,,
Japan_00129,Hotel Zoushi Breakfast,Sean Murphy,2023:10:01 08:40:51,,Kanazawa;Hotel Kanzawa Zoushi;hotel;food,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00129.jpg,,,,
Japan_00130,Hotel Zoushi Breakfast,Sean Murphy,2023:10:01 08:40:59,,Kanazawa;Hotel Kanzawa Zoushi;hotel;food,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00130.jpg,,,,
Japan_00131,Hotel Zoushi Breakfast,Sean Murphy,2023:10:01 08:41:42,,Kanazawa;Hotel Kanzawa Zoushi;hotel;food,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00131.jpg,,,,
Japan_00132,Hotel Zoushi Exterior,Sean Murphy,2023:10:01 10:57:21,,Kanazawa;Hotel Kanzawa Zoushi;hotel,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00132.jpg,,,,
Japan_00133,Hotel Zoushi Exterior,Sean Murphy,2023:10:01 10:57:28,,Kanazawa;Hotel Kanzawa Zoushi;hotel,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00133.jpg,,,,
Japan_00134,O-Micho Market – Beef Stall,Sean Murphy,2023:10:01 11:21:57,,Kanazawa;O-Micho Market;food,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00134.jpg,,,,
Japan_00135,Kanazawa Castle Park,Sean Murphy,2023:10:01 12:48:59,,Kanazawa;Kanazawa Castle Park;history,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00135.jpg,,,,
Japan_00136,Kanazawa Castle Park,Sean Murphy,2023:10:01 12:49:19,,Kanazawa;Kanazawa Castle Park;history,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00136.jpg,,,,
Japan_00137,Kanazawa Castle Park,Sean Murphy,2023:10:01 12:50:11,,Kanazawa;Kanazawa Castle Park;history,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00137.jpg,,,,
Japan_00138,Kanazawa Castle Park,Sean Murphy,2023:10:01 12:50:14,,Kanazawa;Kanazawa Castle Park;history,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00138.jpg,,,,
Japan_00139,Kenroku-en Garden,Sean Murphy,2023:10:01 13:41:47,,Kanazawa;Kenroku-en Garden;history,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00139.jpg,,,,
Japan_00140,Kenroku-en Garden,Sean Murphy,2023:10:01 13:42:04,,Kanazawa;Kenroku-en Garden;history,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00140.jpg,,,,
Japan_00141,Kenroku-en Garden,Sean Murphy,2023:10:01 13:42:08,,Kanazawa;Kenroku-en Garden;history,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00141.jpg,,,,
Japan_00142,Matcha Ice Cream with Gold Leaf,Sean Murphy,2023:10:01 14:44:01,,Kanazawa;Kenroku-en Garden;food,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00142.jpg,,,,
Japan_00143,Matcha Ice Cream with Gold Leaf,Sean Murphy,2023:10:01 14:44:03,,Kanazawa;Kenroku-en Garden;food,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00143.jpg,,,,
Japan_00144,Dotonbori from the Nippon Bridge,Sean Murphy,2023:10:01 19:24:33,,Osaka;Dotonbori;Nippon Bridge;bridge;night,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00144.jpg,,,,
Japan_00145,Dotonbori from the Nippon Bridge,Sean Murphy,2023:10:01 19:24:40,,Osaka;Dotonbori;Nippon Bridge;bridge;night,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00145.jpg,,,,
Japan_00146,Osaka Hotel Room Card,Sean Murphy,2023:10:01 19:40:59,,Osaka;Dotonbori;hotel,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00146.jpg,,,,
Japan_00147,Dotonbori from Hotel Room,Sean Murphy,2023:10:01 19:53:14,,Osaka;Dotonbori;hotel;night,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00147.jpg,,,,
Japan_00148,Dotonbori,Sean Murphy,2023:10:01 20:42:57,,Osaka;Dotonbori;night,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00148.jpg,,,,
Japan_00149,Dotonbori,Sean Murphy,2023:10:01 20:43:01,,Osaka;Dotonbori;night,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00149.jpg,,,,
Japan_00150,Dotonbori,Sean Murphy,2023:10:01 20:43:06,,Osaka;Dotonbori;night,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00150.jpg,,,,
Japan_00151,Dotonbori,Sean Murphy,2023:10:01 20:43:08,,Osaka;Dotonbori;night,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00151.jpg,,,,
Japan_00152,Dotonbori,Sean Murphy,2023:10:01 20:44:20,,Osaka;Dotonbori;night;selfie,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00152.jpg,,,,
Japan_00153,Dotonbori,Sean Murphy,2023:10:01 20:44:37,,Osaka;Dotonbori;night;selfie,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00153.jpg,,,,
Japan_00154,Brewery Sticker,Sean Murphy,2023:10:01 20:56:51,,Osaka;Dotonbori;night;beer,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00154.jpg,,,,
Japan_00155,Brewery Sticker,Sean Murphy,2023:10:01 20:56:58,,Osaka;Dotonbori;night;beer,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00155.jpg,,,,
Japan_00156,Sutadonya in Dotonbori,Sean Murphy,2023:10:01 22:15:15,,Osaka;Dotonbori;night;food,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00156.jpg,,,,
Japan_00157,Dotonbori at Night,Sean Murphy,2023:10:01 22:42:38,,Osaka;Dotonbori;night,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00157.jpg,,,,
Japan_00158,Dotonbori at Night,Sean Murphy,2023:10:01 22:42:43,,Osaka;Dotonbori;night,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00158.jpg,,,,
Japan_00159,Dotonbori During the Day,Sean Murphy,2023:10:02 09:51:41,,Osaka;Dotonbori;day,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00159.jpg,,,,
Japan_00160,Dotonbori During the Day,Sean Murphy,2023:10:02 09:51:45,,Osaka;Dotonbori;day,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00160.jpg,,,,
Japan_00161,Shinsaibashi,Sean Murphy,2023:10:02 10:48:45,,Osaka;Shinsaibashi;day;shopping,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00161.jpg,,,,
Japan_00162,Pokemon Center Osaka,Sean Murphy,2023:10:02 11:29:22,,Osaka;Shinsaibashi;pokemon;video games,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00162.jpg,,,,
Japan_00163,Pokemon Cafe Osaka,Sean Murphy,2023:10:02 11:29:42,,Osaka;Shinsaibashi;pokemon;video games;food,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00163.jpg,,,,
Japan_00164,Capcom Store Osaka,Sean Murphy,2023:10:02 11:41:42,,Osaka;Shinsaibashi;Monster Hunter;video games,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00164.jpg,,,,
Japan_00165,Capcom Store Osaka,Sean Murphy,2023:10:02 11:42:10,,Osaka;Shinsaibashi;Monster Hunter;video games;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00165.jpg,,,,
Japan_00166,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:10:46,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00166.jpg,,,,
Japan_00167,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:10:49,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00167.jpg,,,,
Japan_00168,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:10:50,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00168.jpg,,,,
Japan_00169,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:10:51,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00169.jpg,,,,
Japan_00170,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:10:53,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00170.jpg,,,,
Japan_00171,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:10:55,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00171.jpg,,,,
Japan_00172,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:10:55,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00172.jpg,,,,
Japan_00173,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:15:09,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00173.jpg,,,,
Japan_00174,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:15:11,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00174.jpg,,,,
Japan_00175,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:15:12,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00175.jpg,,,,
Japan_00176,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:15:13,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00176.jpg,,,,
Japan_00177,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:15:15,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00177.jpg,,,,
Japan_00178,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:15:20,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00178.jpg,,,,
Japan_00179,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:15:22,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00179.jpg,,,,
Japan_00180,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:15:23,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00180.jpg,,,,
Japan_00181,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:15:24,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00181.jpg,,,,
Japan_00182,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:15:42,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00182.jpg,,,,
Japan_00183,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:15:45,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00183.jpg,,,,
Japan_00184,Ghibli Store Osaka,Sean Murphy,2023:10:02 12:15:51,,Osaka;Shinsaibashi;Ghibli;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00184.jpg,,,,
Japan_00185,Lego Osaka Treats,Sean Murphy,2023:10:02 12:55:01,,Osaka;Shinsaibashi;shopping,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00185.jpg,,,,
Japan_00186,Shin Chan Store Osaka,Sean Murphy,2023:10:02 13:04:15,,Osaka;Shinsaibashi;shopping;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00186.jpg,,,,
Japan_00187,Shin Chan Store Osaka,Sean Murphy,2023:10:02 13:04:30,,Osaka;Shinsaibashi;shopping;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00187.jpg,,,,
Japan_00188,Shin Chan Store Osaka,Sean Murphy,2023:10:02 13:04:45,,Osaka;Shinsaibashi;shopping;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00188.jpg,,,,
Japan_00189,Don Quixote Osaka,Sean Murphy,2023:10:02 14:34:13,,Osaka;Dotonbori;shopping;landmark;day,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00189.jpg,,,,
Japan_00190,Shinsekai,Sean Murphy,2023:10:02 15:23:00,,Osaka;Shinsekai;day;Tsutenkaku,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00190.jpg,,,,
Japan_00191,Lupin III Arcade Game,Sean Murphy,2023:10:02 15:29:27,,Osaka;Shinsekai;video games,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00191.jpg,,,,
Japan_00192,Shinsekai,Sean Murphy,2023:10:02 15:31:33,,Osaka;Shinsekai;day;Tsutenkaku,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00192.jpg,,,,
Japan_00193,Tsutenkaku Tower,Sean Murphy,2023:10:02 15:32:13,,Osaka;Shinsekai;day;Tsutenkaku,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00193.jpg,,,,
Japan_00194,Tsutenkaku Tower,Sean Murphy,2023:10:02 16:05:16,,Osaka;Shinsekai;day;Tsutenkaku;us,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00194.jpg,,,,
Japan_00195,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:07:05,,Osaka;Shinsekai;day;Tsutenkaku,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00195.jpg,,,,
Japan_00196,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:07:12,,Osaka;Shinsekai;day;Tsutenkaku,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00196.jpg,,,,
Japan_00197,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:09:01,,Osaka;Shinsekai;day;Tsutenkaku,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00197.jpg,,,,
Japan_00198,View from Tsutenkaku Tower,Sean Murphy,2023:10:02 16:15:49,,Osaka;Shinsekai;day;Tsutenkaku,"Osaka, Japan",34.69429298,135.5058413,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00198.jpg,,,,
